task,input,output,possible_outputs
singular_to_plural,recommendation,recommendations,
singular_to_plural,letter,letters,
singular_to_plural,invade,invades,
singular_to_plural,board,boards,
singular_to_plural,district,districts,
singular_to_plural,boat,boats,
singular_to_plural,adventure,adventures,
singular_to_plural,ion,ions,
singular_to_plural,touchdown,touchdowns,
singular_to_plural,thrust,thrusts,
singular_to_plural,ruling,rulings,
singular_to_plural,committee,committees,
singular_to_plural,figure,figures,
singular_to_plural,dish,dishes,
singular_to_plural,failure,failures,
singular_to_plural,guess,guesses,
singular_to_plural,wing,wings,
singular_to_plural,device,devices,
singular_to_plural,simulate,simulates,
singular_to_plural,cord,cords,
singular_to_plural,acre,acres,
singular_to_plural,defender,defenders,
singular_to_plural,bowler,bowlers,
singular_to_plural,scale,scales,
singular_to_plural,contractor,contractors,
singular_to_plural,festival,festivals,
singular_to_plural,isotope,isotopes,
singular_to_plural,alignment,alignments,
singular_to_plural,sophomore,sophomores,
singular_to_plural,span,spans,
singular_to_plural,ministry,ministries,
singular_to_plural,yield,yields,
singular_to_plural,tier,tiers,
singular_to_plural,blog,blogs,
singular_to_plural,casting,castings,
singular_to_plural,suite,suites,
singular_to_plural,home,homes,
singular_to_plural,budget,budgets,
singular_to_plural,present,presents,
singular_to_plural,gauge,gauges,
singular_to_plural,microphone,microphones,
singular_to_plural,baseman,basemen,
singular_to_plural,wavelength,wavelengths,
singular_to_plural,magistrate,magistrates,
singular_to_plural,concert,concerts,
singular_to_plural,basin,basins,
singular_to_plural,activist,activists,
singular_to_plural,hospital,hospitals,
singular_to_plural,bullet,bullets,
singular_to_plural,deposition,depositions,
singular_to_plural,term,terms,
singular_to_plural,deploy,deploys,
singular_to_plural,maid,maids,
singular_to_plural,occurrence,occurrences,
singular_to_plural,petition,petitions,
singular_to_plural,faction,factions,
singular_to_plural,trunk,trunks,
singular_to_plural,rookie,rookies,
singular_to_plural,author,authors,
singular_to_plural,flood,floods,
singular_to_plural,parent,parents,
singular_to_plural,lighthouse,lighthouses,
singular_to_plural,throat,throats,
singular_to_plural,hand,hands,
sum,2 40,42,
sum,86 95,181,
sum,22 51,73,
sum,45 64,109,
sum,20 97,117,
sum,98 98,196,
sum,19 65,84,
sum,9 30,39,
sum,76 93,169,
sum,39 86,125,
sum,62 64,126,
sum,23 51,74,
sum,24 26,50,
sum,33 49,82,
sum,11 90,101,
sum,38 67,105,
sum,11 71,82,
sum,46 51,97,
sum,26 76,102,
sum,74 95,169,
sum,1 50,51,
sum,21 96,117,
sum,54 70,124,
sum,10 53,63,
sum,87 93,180,
sum,64 89,153,
sum,6 97,103,
sum,22 40,62,
sum,7 73,80,
sum,85 85,170,
sum,93 95,188,
sum,73 78,151,
sum,52 85,137,
sum,51 96,147,
sum,14 63,77,
sum,33 59,92,
sum,3 11,14,
sum,88 91,179,
sum,33 68,101,
sum,36 68,104,
sum,81 81,162,
sum,5 65,70,
sum,15 19,34,
sum,36 38,74,
sum,51 97,148,
sum,34 98,132,
sum,32 45,77,
sum,20 73,93,
sum,11 91,102,
sum,46 62,108,
sum,12 73,85,
sum,2 99,101,
sum,9 27,36,
sum,3 93,96,
sum,31 98,129,
sum,60 98,158,
sum,64 76,140,
sum,52 75,127,
sum,36 71,107,
sum,0 86,86,
sum,32 56,88,
sum,2 37,39,
sum,25 69,94,
sum,21 38,59,
sum,19 49,68,
sum,66 67,133,
sum,4 93,97,
sum,7 72,79,
sum,10 36,46,
sum,19 61,80,
sum,30 92,122,
sum,0 81,81,
sum,42 65,107,
sum,34 42,76,
sum,61 92,153,
sum,43 58,101,
sum,42 58,100,
sum,27 86,113,
sum,8 64,72,
sum,3 68,71,
sum,45 68,113,
sum,85 96,181,
sum,42 74,116,
sum,5 62,67,
sum,89 96,185,
sum,26 79,105,
sum,11 14,25,
sum,23 99,122,
sum,6 84,90,
sum,0 8,8,
sum,52 59,111,
sum,1 75,76,
sum,12 99,111,
sum,5 15,20,
sum,2 59,61,
sum,97 99,196,
sum,17 82,99,
sum,36 60,96,
sum,11 51,62,
sum,13 45,58,
sum,64 71,135,
sum,0 23,23,
sum,3 12,15,
sum,20 41,61,
sum,1 57,58,
sum,4 38,42,
sum,6 99,105,
sum,11 97,108,
sum,71 80,151,
sum,66 79,145,
sum,63 92,155,
sum,29 63,92,
sum,54 81,135,
sum,15 83,98,
sum,28 47,75,
sum,6 68,74,
sum,69 97,166,
sum,32 91,123,
sum,45 92,137,
sum,16 84,100,
sum,24 37,61,
sum,9 99,108,
sum,47 72,119,
sum,48 48,96,
sum,1 3,4,
sum,61 83,144,
sum,15 49,64,
sum,71 91,162,
sum,24 92,116,
sum,7 31,38,
sum,28 35,63,
sum,6 39,45,
sum,49 69,118,
sum,31 37,68,
sum,1 86,87,
sum,5 95,100,
sum,26 53,79,
sum,55 98,153,
sum,2 91,93,
sum,61 94,155,
sum,4 34,38,
sum,7 33,40,
sum,41 65,106,
sum,32 84,116,
sum,34 43,77,
sum,18 47,65,
sum,38 86,124,
sum,58 89,147,
sum,18 27,45,
sum,60 66,126,
sum,47 56,103,
sum,59 97,156,
sum,68 99,167,
sum,8 17,25,
sum,0 33,33,
sum,58 71,129,
sum,69 92,161,
sum,17 39,56,
sum,64 78,142,
sum,28 79,107,
sum,55 71,126,
sum,72 91,163,
sum,13 25,38,
sum,32 41,73,
sum,12 16,28,
sum,5 70,75,
sum,28 76,104,
sum,79 95,174,
sum,20 22,42,
sum,46 63,109,
sum,48 94,142,
sum,58 76,134,
sum,41 72,113,
sum,51 53,104,
sum,73 83,156,
sum,62 77,139,
sum,2 38,40,
sum,19 88,107,
sum,16 90,106,
sum,48 86,134,
sum,16 64,80,
sum,54 82,136,
sum,5 32,37,
sum,56 88,144,
sum,13 34,47,
sum,29 68,97,
sum,8 74,82,
sum,14 82,96,
sum,7 84,91,
sum,60 86,146,
sum,29 34,63,
sum,5 36,41,
sum,5 88,93,
sum,18 67,85,
sum,9 9,18,
sum,1 64,65,
sum,25 40,65,
sum,60 65,125,
sum,17 51,68,
sum,46 66,112,
synonyms,precisely,just,
synonyms,sketch,study,
synonyms,survey,study,
synonyms,above,supra,
synonyms,bit,chip,
synonyms,dream,dreaming,
synonyms,weather,conditions,
synonyms,creature,tool,
synonyms,colony,settlement,
synonyms,majority,bulk,
synonyms,hook,draw,
synonyms,fiddling,little,
synonyms,seventeen,17,
synonyms,altitude,height,
synonyms,accord,grant,
synonyms,keep,hold,
synonyms,historic,historical,
synonyms,crippled,game,
synonyms,demeanor,behavior,
synonyms,horizon,view,
synonyms,bogus,fake,
synonyms,background,ground,
synonyms,deputy,lieutenant,
synonyms,breeze,air,
synonyms,qualification,making,
synonyms,temper,season,
synonyms,trouble,problem,
synonyms,coil,spiral,
synonyms,beak,bill,
synonyms,woo,court,
synonyms,even,still,
synonyms,pull,force,
synonyms,picture,show,
synonyms,factory,mill,
synonyms,modal,average,
synonyms,storm,force,
synonyms,plane,sheet,
synonyms,incidental,incident,
synonyms,handwriting,hand,
synonyms,trust,bank,
synonyms,assure,tell,
synonyms,hearing,audience,
synonyms,rain,rainfall,
synonyms,listening,hearing,
synonyms,retained,maintained,
synonyms,partake,share,
synonyms,summation,addition,
synonyms,alloy,metal,
synonyms,guy,cat,
synonyms,bark,skin,
synonyms,dad,pa,
synonyms,external,international,
synonyms,distribute,deal,
synonyms,absent,remove,
synonyms,fuss,trouble,
synonyms,naked,raw,
synonyms,palace,castle,
synonyms,participation,involvement,
synonyms,speculation,venture,
synonyms,parcel,share,
synonyms,writer,author,
synonyms,memorial,monument,
synonyms,nucleotide,base,
synonyms,organizational,organisational,
synonyms,resistor,resistance,
synonyms,sleep,nap,
synonyms,occupation,line,
synonyms,rejoinder,return,
synonyms,fitting,meet,
synonyms,arrive,come,
synonyms,works,deeds,
synonyms,mix,mixture,
synonyms,medieval,gothic,
synonyms,integrated,structured,
synonyms,rapid,speedy,
synonyms,proverb,saw,
synonyms,quickly,rapidly,
synonyms,dressed,polished,
synonyms,quality,character,
synonyms,pledge,toast,
synonyms,numeral,number,
synonyms,country,state,
synonyms,fart,wind,
synonyms,congressman,representative,
synonyms,abandon,desert,
synonyms,lottery,drawing,
synonyms,opinion,thought,
synonyms,cognition,knowledge,
synonyms,conservation,preservation,
synonyms,hand,deal,
synonyms,coherent,ordered,
synonyms,metallic,metal,
synonyms,verse,rhyme,
synonyms,restrict,bound,
synonyms,superintendent,super,
synonyms,state,commonwealth,
synonyms,plan,program,
synonyms,ill,sick,
synonyms,semen,come,
synonyms,diagnose,name,
synonyms,fear,dread,
synonyms,nether,under,
synonyms,carbohydrate,sugar,
synonyms,peasant,provincial,
synonyms,exhaust,release,
synonyms,lining,facing,
synonyms,fond,partial,
synonyms,propagation,extension,
synonyms,structure,construction,
synonyms,mansion,hall,
synonyms,barn,b,
synonyms,vanguard,van,
synonyms,delight,enjoy,
synonyms,kin,family,
synonyms,alert,alive,
synonyms,resource,imagination,
synonyms,diary,journal,
synonyms,fish,angle,
synonyms,audio,sound,
synonyms,brown,brownish,
synonyms,capture,catch,
synonyms,war,warfare,
synonyms,guarantee,secure,
synonyms,telescope,scope,
synonyms,tan,burn,
synonyms,recently,late,
synonyms,wait,waiting,
synonyms,proposal,proposition,
synonyms,territory,soil,
synonyms,antique,ex,
synonyms,cautiously,carefully,
synonyms,gasoline,gas,
synonyms,varying,variable,
synonyms,submission,entry,
synonyms,duty,responsibility,
synonyms,ace,star,
synonyms,ledger,book,
synonyms,contrary,obstinate,
synonyms,naturally,course,
synonyms,original,pilot,
synonyms,cultivate,work,
synonyms,there,thither,
synonyms,about,most,
synonyms,economy,saving,
synonyms,rally,exchange,
synonyms,exposed,open,
synonyms,killing,kill,
synonyms,wrinkle,line,
synonyms,familiarity,liberty,
synonyms,valued,precious,
synonyms,village,settlement,
synonyms,huge,vast,
synonyms,belated,late,
synonyms,purple,violet,
synonyms,deference,respect,
synonyms,interpretation,reading,
synonyms,insert,enter,
synonyms,operate,control,
synonyms,incorrectly,wrong,
synonyms,particular,special,
synonyms,environment,surroundings,
synonyms,frightened,scared,
synonyms,beam,ray,
synonyms,concluding,last,
synonyms,solicitation,collection,
synonyms,issue,number,
synonyms,precipitate,fall,
synonyms,five,5,
synonyms,able,capable,
synonyms,reflect,shine,
synonyms,boast,gas,
synonyms,look,looking,
synonyms,aggression,hostility,
synonyms,smell,sense,
synonyms,consume,have,
synonyms,sermon,discourse,
synonyms,helping,portion,
synonyms,g,gee,
synonyms,concerned,interested,
synonyms,rejoice,joy,
synonyms,drift,movement,
synonyms,facility,installation,
synonyms,integral,entire,
synonyms,foot,pick,
synonyms,desperate,heroic,
synonyms,trope,figure,
synonyms,proportional,relative,
synonyms,knight,horse,
synonyms,merchandise,product,
synonyms,project,cast,
synonyms,meeting,encounter,
synonyms,mate,fellow,
synonyms,prey,target,
synonyms,remarkable,singular,
synonyms,descent,fall,
synonyms,following,next,
synonyms,evolve,develop,
synonyms,overcome,master,
synonyms,wage,pay,
synonyms,rationality,reason,
taxonomy_animal,"panda, banana, tortoise, dolphin, spider, kiwi, ship","tortoise, dolphin, panda, spider",
taxonomy_animal,"jellyfish, pajamas, shoe, snake, zebra","snake, zebra, jellyfish",
taxonomy_animal,"swimsuit, ship, duck, octopus, swan","swan, duck, octopus",
taxonomy_animal,"jellyfish, elephant, helicopter, mechanic, frog, waiter","jellyfish, elephant, frog",
taxonomy_animal,"camel, hippo, plane, horse, helicopter, glove","horse, camel, hippo",
taxonomy_animal,"fly, dentist, hat, green, bee, cat","fly, cat, bee",
taxonomy_animal,"tortoise, yellow, white, snail, octopus, hippo","snail, octopus, hippo, tortoise",
taxonomy_animal,"vegetable, butter, pink, bee, elephant, monkey, cat","monkey, elephant, cat, bee",
taxonomy_animal,"swan, pink, panda, scarf, lizard, shark","shark, lizard, panda, swan",
taxonomy_animal,"snake, photographer, panda, bee, mechanic, fly, shoe","fly, bee, snake, panda",
taxonomy_animal,"tortoise, actor, horse, egg, swan, snail, ship","snail, horse, tortoise, swan",
taxonomy_animal,"cat, tortoise, dentist, meatballs, elephant","tortoise, cat, elephant",
taxonomy_animal,"bat, camel, milk, goat, ship, spider","spider, bat, goat, camel",
taxonomy_animal,"chicken, truck, gold, spider, hat, panda","spider, panda, chicken",
taxonomy_animal,"parrot, butterfly, ship, duck, yellow, trousers","butterfly, duck, parrot",
taxonomy_animal,"elephant, tortoise, train, snake, belt","snake, tortoise, elephant",
taxonomy_animal,"dress, watermelon, frog, panda, fly","panda, fly, frog",
taxonomy_animal,"dolphin, gold, dress, spaceship, monkey, bat","monkey, bat, dolphin",
taxonomy_animal,"giraffe, scarf, sock, green, fly, bee, hippo","giraffe, bee, fly, hippo",
taxonomy_animal,"goat, motorway, jacket, jellyfish, bat","goat, jellyfish, bat",
taxonomy_animal,"orange, spaceship, whale, zebra, plane, panda","whale, panda, zebra",
